name;description;tel;email;url;address;city;zipcode;country_code;country;lattitude;longitude;opening_hours;foursquare_vid;last_updated;;;;;;;;;
Lumen Travo;;+31 (0) 20 6270883;info@lumentravo.nl;http://www.lumentravo.nl/;Lijnbaansgracht 314;Amsterdam;1017WZ ;NL;Netherlands;52.360.141;4.891.530;"wed. till/inlc. sat. 13.00-18.00 
1st Sunday of month 14.00 - 17.00 ";4aa21c22-f2c8-46b2-8251-712b5e4cdde3;5 sep 2009 08:06;;;;;;;;;
Wouter van Leeuwen ;;06-52031540 ;wend@planet.nl;http://www.woutervanleeuwen.com;"Hazenstraat 27
";Amsterdam;1016 SM;NL;Netherlands;52.370.420;4.880.088;"Thursday till/incl. Saturday 12.00-18.00





";4aa21ea8-3b58-4986-b02f-13e05e4cdde3;5 sep 2009 08:18;;;;;;;;;
Akinci Gallery ;;;info@akinci.nl;http://www.akinci.nl;Lijnbaansgracht   317    ;Amsterdam;1017 WZ;NL;Netherlands;52.360.115;4.891.667;Open di t/m za 13.00-18.00 uur;4a6df779-9f50-41ad-af34-725e5e4cdde3;21 aug 2009 12:32;;;;;;;;;
Nederlands Instituut voor Mediakunst;Mediakunst in al haar facetten. Het Nederlands Instituut voor Mediakunst is een sectorinstituut in Amsterdam dat zich bezig houdt met een breed scala van activiteiten op het gebied van de mediakunst. Naast tentoonstellingen, lezingen en presentaties is in de mediatheek de grootste collectie videokunst van Nederland te bekijken.;;info@nimk.nl;http://www.nimk.nl;Keizersgracht 264;Amsterdam;1016 EV;NL;Netherlands;52.371.681;4.884.545;Open Galerie: di t/m za en 1e zo vd mnd 13.00-18.00 uur. Mediatheek: ma t/m vr 13.00-17.00 uur of op afspraak. Gesloten: Goede Vrijdag, 1e en 2e paasdag, Koninginnedag, Hemelvaartsdag, 1e en 2e pinksterdag;4a6dfa69-949c-4f27-a050-63da5e4cdde3;4 mrt 2010 10:38;;;;;;;;;
Platform21;Centrum voor design, mode en creatie aan de Amsterdamse Zuidas. Een internationale ontmoetingsplaats voor publiek, ontwerpers en bedrijfsleven. Met tentoonstellingen, lezingen, debatten en conferenties. Volgens planning is de nieuwbouw van het centrum aan de Amsterdamse Zuidas in 2009 gereed.;;;http://www.platform21.com;Prinses Irenestraat  19;Amsterdam;1077 WT;NL;Netherlands;52.341.820;4.880.256;Open di t/m zo 14.00-21.00 uur;4a6dfa6a-d5ec-492b-b261-63da5e4cdde3;27 jul 2009 19:05;;;;;;;;;
Rijksmuseum Amsterdam Schiphol;;;;http://www.rijksmuseum.nl;Achter de douane op de Holland Boulevard (tussen E en F pier) ;Amsterdam;1118 ZG;NL;Netherlands;52.373.801;4.890.935;Open dagelijks 7.00-20.00 uur.;4a6dfa96-9b10-427b-89c7-59055e4cdde3;13 feb 2010 12:13;;;;;;;;;
Stadsarchief Amsterdam;Veel Amsterdammers weten het niet, maar hun Stadsarchief is een van de grootste ter wereld! Naast de archieven van de gemeente Amsterdam, worden in de gemeentelijke archiefdepots ook veel particuliere archieven bewaard. Dat zijn archieven van bekende en minder bekende bedrijven, instellingen, families en personen.Verder heeft het Stadsarchief een enorme beeld- en geluidcollectie.;;secretariaat@stadsarchief.amsterdam.nl;http://www.stadsarchief.amsterdam.nl;Vijzelstraat 32;Amsterdam;1017 HL;NL;Netherlands;52.364.620;4.892.306;Open di t/m vr 10.00-17.00 uur, za, zo 11.00-17.00 uur.;4a6e012e-4d6c-4927-b904-742f5e4cdde3;27 jul 2009 19:34;;;;;;;;;
Allard Pierson Museum;Archeologisch Museum van de Universiteit van Amsterdam. Het museum is vernoemd naar de 19e-eeuwse humanist Allard Pierson. Het bevat originele kunst- en gebruiksvoorwerpen uit Egypte, het Nabije Oosten, Cyprus, de Griekse wereld, Etrurië en de Romeinse wereld, gemaakt en gebruikt tussen circa 4000 voor Christus en 500 na Christus.;;allard.pierson.museum@uva.nl;http://www.allardpiersonmuseum.nl;Oude Turfmarkt 127;Amsterdam;1012 GC;NL;Netherlands;52.368.942;4.892.756;"Open ma t/m vr 10.00-17.00 uur; za, zo, feestdagen 13.00-17.00 uur. Gesloten: nieuwjaarsdag, 1e paasdag, Koninginnedag, 1e pinksterdag, 1e kerstdag.";4a6e07ed-f72c-4263-b7d7-70155e4cdde3;27 jan 2010 21:48;;;;;;;;;
Museum Willet-Holthuysen;Het enige volledig ingerichte Amsterdamse grachtenpand dat dagelijks voor publiek geopend is. De laatste bewoners waren Abraham Willet (1825-1888) en zijn echtgenote Louisa Holthuysen (1824-1895). Mevrouw Willet-Holthuysen liet in 1895 het huis met de inboedel en de omvangrijke kunstverzameling van haar echtgenoot na aan de stad Amsterdam. De voorwaarde was dat het huis een museum zou worden.;;;http://www.willetholthuysen.nl;Herengracht 609;Amsterdam;1017 CE;NL;Netherlands;52.365.479;4.898.617;"Open ma t/m vr 10.00-17.00 uur; za, zo, feestdagen 11.00-17.00 uur. Gesloten: nieuwjaarsdag, 1e kerstdag.";4a6e087b-1468-4af5-bcdd-63d95e4cdde3;27 jul 2009 20:05;;;;;;;;;
Bimhuis;Dat Amsterdam een belangrijke jazzstad in Europa is, komt voor een groot deel door de aanwezigheid van het Bimhuis. Het is de woning van de Beroepsvereniging van Improviserende Musici. Er is een concertzaal en er zijn studio's waar musici werken en expirimenteren. In de concertzaal treden jazz- en improviserende muzikanten op uit binnen- en buitenland.;020 - 788 21 50;bimhuis@bimhuis.nl;http://www.bimhuis.nl;Piet Heinkade 3;Amsterdam;1019 BR;NL;Netherlands;52.377.369;4.913.094;;4a8304ae-b2b4-4f4d-b280-6b995e4cdde3;16 jan 2010 09:19;;;;;;;;;
Artzuid;organises a anual sculptural route in Amsterdam (old) South;020-5286061;info@artzuid.nl;http://www.artzuid.nl;apollolaan, minervalaan;Amsterdam;;NL;Netherlands;52.346.032;4.872.393;open;4a855550-1ed8-47f9-86b9-352d5e4cdde3;14 aug 2009 12:52;;;;;;;;;
Tropenmuseum Junior;Uitsluitend voor kinderen van 6-13 jaar. Museum gevestigd in historisch gebouw.;;tropenmuseum@kit.nl;http://www.tropenmuseumjunior.nl;Linnaeusstraat 2;Amsterdam;1092 CK;NL;Netherlands;4.923.028;52.362.991;Gesloten ivm opbouw nieuwe tentoonstelling. Vanaf 9 oktober kunnen bezoekers mee op Chinatour 'De Qi van China'.;4a9f953d-5e4c-4623-b7ae-7db35e4cdde3;12 okt 2009 10:54;;;;;;;;;
Muziekgebouw aan't IJ;;;;;;Amsterdam;;NL;Netherlands;NULL;NULL;;4ab2516d-2e4c-4cf6-b8ee-66fa5e4cdde3;17 sep 2009 15:10;;;;;;;;;
De Hortus;Een van de oudste (1682) botanische tuinen met een klassiek ingerichte buitentuin, drie-klimatenkas, 300 jaar oude cycaspalm en palmenkas.;;hortus.amsterdam@wxs.nl;http://www.dehortus.nl;Plantage Middenlaan 2;Amsterdam;1018 DD;NL;Netherlands;4.908.193;52.367.260;Open ma t/m vr 9.00-17.00 uur, za, zo, feestdagen 10.00-17.00 uur, juli, aug tot 19.00 uur, dec, jan tot 16.00 uur. Gesloten: nieuwjaarsdag, 1e kerstdag.;4acac13e-91c8-4bcc-a274-7cd2c3165e35;6 okt 2009 04:02;;;;;;;;;
Koninklijk Paleis;Na de Vrede van Munster in 1648 koos het bestuur van Amsterdam Jacob van Campens ontwerp voor een nieuw en indrukwekkend gebouw.;;info@dkh.nl;http://www.paleisamsterdam.nl;Dam ;Amsterdam;1012 RJ;NL;Netherlands;4.891.191;52.373.161;Di t/m zo 12.00-17.00 uur, juni t/m aug. dagelijks 11.00-17.00 uur. Gesloten: nieuwjaarsdag, Koninginnedag, 24 dec., 1e kerstdag, oudejaarsdag, 21 sep. t/m 9 okt., 4 t/m 17 nov.;4ad7f03c-b7e8-46b2-9398-6aaec3165e35;16 okt 2009 04:02;;;;;;;;;
De Brakke Grond;Vlaams Cultuurhuis in Amsterdam;;;http://www.brakkegrond.nl;;Amsterdam;;NL;Netherlands;NULL;NULL;;4ae57767-4120-45fe-ac53-62795e4cdde3;26 okt 2009 12:32;;;;;;;;;
Canvas;;020 - 716 38 17;info@canvasopde7e.nl;http://www.canvasopde7e.com;Wibautstraat 150;Amsterdam;1091 GR;NL;Netherlands;52.353.625;4.912.238;;4aefab40-45a0-4723-a6e8-679bc3165e35;16 jan 2010 09:19;;;;;;;;;
Virtueel Museum Zuidas;Hoofdactiviteit is de incorporatie van permanente kunstwerken in de stedenbouw, de architectuur en de openbare ruimte. Daaraan is door het VMZ de naam ‘meebouwen met de architectuur’ gegeven. Om het gewenste kunstklimaat tot stand te brengen, richt het VMZ zich daarnaast op een aantal ondersteunende projecten. Die kunnen kortlopend en eenmalig zijn, alsook terugkerend. ;31-20-644 8 644;info@virtueel-museum.nl;http://www.virtueel-museum.nl;Prinses Irenestraat 19;Amsterdam;1077 WT Amsterdam;NL;Netherlands;52.341.807;4.880.233;;4b73fe3b-33b8-4149-b919-2deb5e4cdde3;11 feb 2010 12:55;;;;;;;;;
Canvas International Art;;020 - 428 60 40;canvas@canvas-art.nl;http://www.canvas-art.nl;Gerard Doustraat 142-144;Amsterdam;1073 VX;NL;Netherlands;4.852.832;52.299.244;Open wo t/m za 14.00-18.00 uur en op afspraak.;4b0ab771-c278-4c90-bde2-730b5e4cdde3;23 nov 2009 16:25;;;;;;;;;
Galerie Paul Andriesse ;Internationale hedendaagse kunst.;;"andriessse@euronet.nl; info@paulandriesse.nl ";;Gebouw Detroit, Withoedenveem 8;Amsterdam;1019 HE;NL;Netherlands;4.925.137;52.376.110;Open di t/m vr 11.00-18.00 uur, za 14.00-18.00 uur, eerste zo v/d maand 14.00-18.00 uur.;4b0ab774-acf8-492d-8fb6-730b5e4cdde3;23 nov 2009 16:25;;;;;;;;;
Huize Frankendael;Huize Frankendael is een relatief nieuw podium in de Watergraafsmeer. Onlangs is een stichting opgericht die moderne kunst, film en literatuur in het laatste buiten borgt. Het 17e-eeuwse huis is het laatste buitenhuis in Amsterdam. In de verschillende salons en kamers zijn regelmatig vernissages, exposities en voorstellingen te zien.;020 - 423 39 30;;http://www.huizefrankendael.nl;Middenweg 72;Amsterdam;1097 BS;NL;Netherlands;52.352.076;4.933.158;;4b0ab801-5a20-43a6-b4ce-731f5e4cdde3;23 nov 2009 16:27;;;;;;;;;
Melkweg;De Melkweg is een voormalige melkfabriek. Naast de vier voorstellingszalen beschikt de Melkweg over een galerie, een mediaroom en een caf;;info@melkweg.nl;http://www.melkweg.nl;Lijnbaansgracht 234;Amsterdam;1017 PH;NL;Netherlands;4.881.217;52.365.181;Kassa open vanaf 16.30 uur.;4b0ab9f1-30cc-4d7b-98a1-73a85e4cdde3;23 nov 2009 16:36;;;;;;;;;
Bibliotheek Nieuwendam;;;ndm@oba.nl;http://www.oba.nl;Alkmaarstraat 12;Amsterdam;1024 TT;NL;Netherlands;52.394.736;4.950.492;"Open ma, wo 14.00-20.00 uur; di, vr 10.00-17.00 uur; za 11.00-16.00 uur";4b0cac42-ecdc-44bc-aef5-2fbec3165e35;25 nov 2009 10:30;;;;;;;;;
Rijksakademie van beeldende kunsten;;;;http://www.rijksakademie.nl;;Amsterdam;;NL;Netherlands;NULL;NULL;;4b1106fa-88fc-4a35-a87d-0a2e5e4cdde3;28 nov 2009 11:27;;;;;;;;;
Ltd.;"Psssst...... don’t tell by
Ltd. Is open each saturday now!
Ltd.
An exhibition of artworks from:
Bob van Walderveen (1931 -1995)
Multimedia, composer and tropist 
Peter Janssen (1951) Photo and multimedia installations 
in a chaos of 5 \Portraits-of\"".";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
peterja@euronet.nl;http://www.portraits-of.nl;"Elandsgracht 16
Amsterdam, The Netherlands
";Amsterdam;1016 TW;NL;Netherlands;52.370.173;4.882.090;open on Saturdays from 12.00 to18.00 h;4b23847d-87b8-470d-96c5-30f35e4cdde3;12 dec 2009 12:22;;;;;;;;;;;;
Slewe Galerie ;;;info@slewe.nl;http://www.slewe.nl;Kerkstraat 105;Amsterdam;1017 GD;NL;Netherlands;4.887.236;52.364.273;Open di t/m za 13.00-18.00 uur, 1e zo vd mnd 14.00-17.00 uur;4b29ad3d-cbf8-4934-8ca4-6be2c3165e35;17 dec 2009 04:02;;;;;;;;;
Mediamatic Bank;Mediamatic maakt tentoonstellingen waarin verbindingen worden gelegd tussen de ontwikkelingen op gebied van nieuwe media, kunst en cultuur. Mediamatic, Duintjer CS (vernoemd naar de architect) is gebouw met 'hangende tuinen' en een onderdoorgang naar de Kerkstraat.;020 - 638 99 01;;http://www.mediamatic.net;Vijzelstraat 68;Amsterdam;1001 JL;NL;Netherlands;4.909.998;52.375.534;Open wo t/m vr 13.00-19.00 uur, za, zo 13.00-18.00 uur.;4b552ec1-6e20-4578-83ae-1292c3165e35;19 jan 2010 04:02;;;;;;;;;
Joost Swarte-huis;Voor woningcorporatie Ymere ontwierp Joost Swarte in samenwerking met architect Sytze Visser de vier bijzondere huurappartementen in de Willemsstraat. Het Joost Swarte-huis bestaat uit twee contrasterende panden. In het linkerpand is een oorspronkelijke Amsterdamse halsgevel teruggebouwd in een helderrode kleur en in gestileerde vorm.;;joostswarte@ymere.nl;http://www.ymere.nl/joostswarte;Willemsstraat  210;Amsterdam;1015 JG;NL;Netherlands;52.380.856;4.881.932;Open wo en za 13.00-17.00 uur, zo 13.00-15.00 uur.;4b57d1c0-b924-4359-9e1b-41efc3165e35;21 jan 2010 04:02;;;;;;;;;
Rhizomatic;;;;http://www.rhizomatic.nl;Papaverweg 3C;Amsterdam;1032 KC;NL;Netherlands;52.393.587;4.912.715;;4b768751-0340-4deb-8b2e-77255e4cdde3;22 feb 2010 12:36;;;;;;;;;
Hollandsche Schouwburg;TheaterDe Hollandsche Schouwburg werd in 1892 gebouwd in de Plantagebuurt in Amsterdam. In dit populaire theater waren talloze bekende Nederlandstalige stukken te zien. Omdat de Plantage onderdeel was van de joodse buurt trok de schouwburg veel joodse bezoekers. In 1941 veranderde de Duitse bezetter de naam van het theater in Joodsche Schouwburg.;;info@hollandscheschouwburg.nl;http://www.hollandscheschouwburg.nl;Plantage Middenlaan 24;Amsterdam;1018 DE;NL;Netherlands;4.911.265;52.366.528;Open dagelijks 11.00-16.00 uur. Gesloten: Rosj Hasjana/Joods nieuwjaar (19 en 20 september 2009, 9 en 10 september 2010), Jom Kippoer/Grote Verzoendag (28 september 2009, 18 september 2010).;4b768763-6c68-417a-a63e-77255e4cdde3;13 feb 2010 11:05;;;;;;;;;
Bibliotheek Spaarndammerbuurt;;;spb@oba.nl;http://www.oba.nl;Spaarndammerstraat  490;Amsterdam;1013 SZ;NL;Netherlands;4.879.770;52.388.973;"Open ma, wo 14.00-20.00 uur; vr 10.00-17.00 uur; za 11.00-16.00 uur";4b768784-2ebc-4f54-b84a-772f5e4cdde3;13 feb 2010 11:05;;;;;;;;;
Reuten Galerie ;Eigentijdse kunst, alle media.;;reutengalerie@upcmail.nl;;Prinsengracht  510 sous;Amsterdam;1017 KH;NL;Netherlands;4.894.411;52.360.218;Open wo t/m za 13.00-18.00, 1e zo vd mnd 14.00-17.00 uur.;4b7a18c6-3950-4836-8a7e-213dc3165e35;16 feb 2010 04:02;;;;;;;;;
Torch Gallery ;Aktuele kunst.;;mail@torchgallery.com;http://www.torchgallery.com;Lauriergracht 94;Amsterdam;1016 RN;NL;Netherlands;4.880.159;52.371.326;Open do t/m za 13.00-18.00 uur en op afspraak.;4b7cbbbd-e5a8-45f6-bb5d-2681c3165e35;18 feb 2010 04:02;;;;;;;;;
Upstream Gallery ;Jonge kunstenaars uit binnen- en vooral ook buitenland.;;info@upstreamgallery.nl ;http://www.upstreamgallery.nl;Kromme Waal 11;Amsterdam;1011 BS;NL;Netherlands;4.902.857;52.375.191;Open wo t/m za 12.00-18.00 uur, 1e zo vd mnd 14.00-17.00 uur;4b7cbbbe-e460-4401-a78c-2681c3165e35;18 feb 2010 04:02;;;;;;;;;
Maatschappij Arti et Amicitiae;Vereniging van beeldend kunstenaars en kunstlievende leden, opgericht in 1839.;;arti@arti.nl;http://www.arti.nl;Rokin 112;Amsterdam;1012 LB;NL;Netherlands;4.891.936;52.369.007;Galerie open di t/m vr 13.00-19.00 uur, za, zo 13.00-18.00 uur;4b95c83e-18c8-480b-88ab-4daac3165e35;9 mrt 2010 04:02;;;;;;;;;
Museum Ons' Lieve Heer op Solder;Amsterdams koopmanshuis met 17e-eeuwse schuilkerk en  woonvertrekken. Grachtenhuis van de rijke koopman Jan Hartman. Vele trappetjes en gangetjes leiden naar diverse woonvertrekken, o.a. de Sael, een chique woonkamer en uiteindelijk naar de intieme en prachtige schuilkerk. Iedere eerste zondag (okt. t/m mei) is er een mis om 10.45 uur. Van tevoren opgeven bij het museum.;;info@opsolder.nl;http://www.opsolder.nl;O.Z. Voorburgwal 40;Amsterdam;1012 GE;NL;Netherlands;4.899.422;52.375.046;"Open ma t/m za 10.00-17.00 uur; zo, feestdagen 13.00-17.00 uur. Zo om 14.00 uur rondleiding. Gesloten: nieuwjaarsdag, Koninginnedag";4bcd2743-6d18-485a-b576-5d02c3165e35;20 apr 2010 04:02;;;;;;;;;
Galerie Tanya Rumpff;;+31 023 5359565;;;Spaarnwouderstraat 74;Haarlem;2011;NL;Netherlands;52.379.927;4.643.547;;498f4b4c-3cb8-4c9c-a19b-36235e4cc744;8 feb 2009 21:14;;;;;;;;;
Museum of Psychiatry - Het Dolhuys ;Experience the world of madness in the Dolhuys. Meet madmen and lunatics, or clients as they are known today, in our interactive museum and find out how the Netherlands has dealt with madness throughout the centuries. ;+31 (0)23 541 0670;info@hetdolhuys.nl;http://www.hetdolhuys.nl/English;Schotersingel 2;Haarlem;2021 GE;NL;Netherlands;52.390.582;4.637.772;;49a142df-0628-4f95-8d0c-65835e4cc744;22 feb 2009 12:19;;;;;;;;;
De Hallen;;+31 (0)23 511 5775;dehallen@dehallen.nl;http://www.dehallenhaarlem.nl;"Grote Markt 16

";Haarlem;2011 RD ;NL;Netherlands;52.381.137;4.635.814;"Tuesday-Saturday            11.00 - 17.00 
Sundays and bank holidays   12.00 - 17.00 

Closed on Christmas Day and New Year’s Day.

";49bacfc4-3958-409d-9784-30c05e4cdde3;13 mei 2010 22:12;;;;;;;;;
Frans Hals Museum Haarlem;;;;http://www.franshalsmuseum.nl/;Groot Heiligland 62;Haarlem;2001 DJ;NL;Netherlands;52.376.894;4.633.857;"Tuesaday -  Saturday: 11.00 - 17.00 uur
Sundays and holidays: 12.00 - 17.00 uur";49bad347-b584-444c-b402-2ab25e4cdde3;27 jul 2009 20:29;;;;;;;;;
Galerie Rob de Vries;The gallery of Rob de Vries.;+31 (0)6 290 88801;info@galerierobdevries.nl;http://www.galerierobdevries.nl/;Spaarnwouderstraat 47;Haarlem;2011 AB;NL;Netherlands;52.379.993;4.643.873;Thurs Sun 13.00-17.00;4a1faa80-903c-4b84-88b9-2cfe5e4cdde3;29 mei 2009 09:27;;;;;;;;;
Galerie Het Filiaal;;023 5762776 ;galeriehetfiliaal@kpnmail.nl;http://www.galeriehetfiliaal.nl;Gedempte Oude Gracht 122a;Haarlem;2011 GW;NL;Netherlands;52.377.980;4.635.834;Thu - Sat 12.00 - 17.00;4a436d81-16d8-4881-8e9a-6d685e4cdde3;25 jun 2009 12:28;;;;;;;;;
Arte Magica Galerie;The collection at Arte Magica is mainly dedicated to the age-old West-African belief in a magic field that rules our earthy existence: Voodoo. The world of Voodoo is a world in which ritual pots (Wen-Zen), figures made out of clay (Legba) or wood (Bochio) and mysterious objects (fetish) can attract gods, goddesses, ancestors and spirits. ;00 31 (0) 23 542 80 59 ;info@artemagica.nl;http://www.artemagica.nl;Schagchelstraat 33;Haarlem;2011 HW;NL;Netherlands;52.378.821;4.635.482;Wed - Sat from 12 o'clock and by appointment.;4a4c84d1-2dec-4b51-8737-23805e4cdde3;2 jul 2009 09:58;;;;;;;;;
Galerie 37 Spaarnestad;In Galerie 37 Spaarnestad worden historische foto’s uit het archief van Spaarnestad Photo tentoongesteld in een eigentijdse setting, in combinatie met het werk van hedendaagse kunstenaars uit de beeldende kunst, fotografie, mode en vormgeving. Daarbij wordt steeds weer gezocht naar een bijzondere samenhang in sfeer, thematiek of techniek.;023-5518432 ;galerie37@spaarnestadphoto.nl;http://www.de40eurogalerie.nl/galerie37/;Groot Heiligland 37 ;Haarlem;2011 EP;NL;Netherlands;52.377.302;4.633.998;Donderdag tot en met zondag van 12 - 17 uur en op afspraak;4a687be5-96e0-4b62-8200-48be5e4cdde3;23 jul 2009 15:06;;;;;;;;;
Teylers Museum;;;;;Spaarne 16;Haarlem;2011 CH;NL;Netherlands;52.380.215;4.640.346;;4b0ab895-e7dc-4143-8e72-735b5e4cdde3;23 nov 2009 16:30;;;;;;;;;
Theo Swagemakers Museum;;023-5327761;swagemakersmuseum@galeriepietershuis.nl;http://www.swagemakersmuseum.nl;Stoofsteeg 6;Haarlem;2011 TE;NL;Netherlands;52.380.389;4.633.360;Woensdag t/m zondag van 13 tot 17 uur.;4b0ab9ec-e754-4104-8a82-73a85e4cdde3;23 nov 2009 16:35;;;;;;;;;
Van Abbemuseum;The Van Abbemusum is the only museum in the Netherlands to concentrate exclusively on modern and contemporary art from the 20th and 21st centuries. Since it opened in 1936, the museum has built up an impressive collection of over 2,700 works of art.;+31 (0)40 238 10 00 ;info@vanabbemuseum.nl;http://www.vanabbemuseum.nl/;Bilderdijklaan 10 ;Eindhoven;5611 NH;NL;Netherlands;51.434.168;5.482.557;"• The Van Abbemuseum is open Tuesday through Sunday from 11 a.m. to 5 p.m.
• Thursday the museum is open until 9 p.m.
• The museum is closed on Monday, with the exception of public holidays.
• The museum is closed on New Year's Day, Christmas Day and Carnaval's Tuesday (24 February 2009).";499009e9-2068-4a4e-9de5-386e5e4cc744;9 mrt 2009 14:55;;;;;;;;;
MU;MU zooms in on the hybrid here, now, and later of visual culture. MU is an adventurous guide to all art lovers with a keen interest in the energetic mix of design, fashion, music, architecture, and new media that contemporary art is. Attracting a wide audience, MU is a meeting place and inspirational breeding ground for creative Eindhoven, the Netherlands, and the world.;+31 (0)40- 2961663;mu@mu.nl;http://www.mu.nl;Emmasingel 20;Eindhoven;5611 AZ;NL;Netherlands;51.439.298;5.474.899;"Monday until Friday 10.00-18.00h
Saturday 11.00-17.00h
Sunday 13.00-17.00h";49ad366e-4310-4087-b254-73c95e4cdde3;3 apr 2009 08:36;;;;;;;;;
Centrum Kunstlicht in de Kunst (Centre Artificial Light in Art);The centre highlights modern art from a surprising angle. Its museum shows sculptures, installations and paintings in which artificial light plays a central role. Apart from showing its own collection, it organises three, thematically, exhibitions per year with work from outside. The museum is located in the historical first Philips factory in the centre of Eindhoven.;+31(0)40-2755183;;http://www.kunstlichtkunst.nl/en/Home;Emmasingel 31 ;Eindhoven;5611 AZ Eindhoven;NL;Netherlands;51.438.884;5.474.733;Tue-Sun 12.00-16.00. ;4a0c1d5d-fbac-44bf-b633-38f75e4cdde3;14 mei 2009 13:32;;;;;;;;;
